EmployeeID,Age,Gender,Department,YearsOfExperience,EducationLevel,Salary,PerformanceRating,Skills,Certification
2723,55,Male,Finance,3,3,105341,4,Data Analysis,Certified
2724,23,Female,Finance,10,3,33017,3,C++,Certified
2725,56,Female,Operations,7,3,116708,5,Data Analysis,Not Certified
2726,61,Female,IT,5,1,39926,2,Python,Not Certified
2727,49,Female,Finance,4,2,74508,1,Java,Not Certified
2728,60,Male,Marketing,12,3,53486,3,Machine Learning,Not Certified
2729,27,Male,Finance,11,2,125933,3,Data Analysis,Certified
2730,30,Male,Operations,6,4,59511,2,SQL,Certified
2731,41,Male,Marketing,5,1,138876,3,C++,Not Certified
2732,22,Male,Finance,2,2,144541,2,Data Analysis,Not Certified
2733,29,Female,IT,4,2,40002,2,C++,Not Certified
2734,44,Female,Marketing,8,3,78586,2,Machine Learning,Not Certified
2735,24,Male,Marketing,6,3,98737,3,SQL,Certified
2736,25,Male,IT,11,1,129056,2,Java,Not Certified
2737,46,Male,Marketing,3,2,94668,3,Java,Not Certified
2738,59,Female,Finance,6,5,57048,5,SQL,Certified
2739,36,Male,Marketing,4,3,125666,2,C++,Not Certified
2740,42,Female,Finance,10,3,70324,3,Machine Learning,Certified
2741,56,Female,IT,12,4,96877,3,Data Analysis,Not Certified
2742,35,Female,Sales,14,1,109517,3,SQL,Not Certified
2743,57,Female,IT,1,2,104232,1,Python,Certified
2744,33,Male,Finance,12,2,44525,1,C++,Not Certified
2745,38,Female,Operations,5,2,82634,2,Java,Certified
2746,60,Female,IT,6,3,122081,5,SQL,Certified
2747,30,Male,Operations,7,1,124161,2,Java,Certified
2748,56,Female,Operations,5,2,91491,4,C++,Not Certified
2749,34,Female,Finance,7,5,35565,4,Java,Not Certified
2750,36,Female,Finance,6,4,110483,5,SQL,Certified
2751,39,Male,Sales,1,4,125613,5,C++,Not Certified
2752,54,Female,Marketing,13,2,136234,5,Python,Not Certified
2753,27,Female,IT,5,3,102053,1,SQL,Not Certified
2754,48,Male,Finance,8,4,44287,1,Data Analysis,Certified
2755,44,Male,IT,11,4,107365,4,Machine Learning,Certified
2756,48,Female,Operations,5,4,32422,5,SQL,Not Certified
2757,55,Female,Marketing,3,4,59060,3,C++,Certified
2758,59,Male,Sales,6,2,142264,4,Machine Learning,Not Certified
2759,35,Female,IT,2,1,71633,5,SQL,Not Certified
2760,57,Male,Marketing,4,1,101521,3,Python,Not Certified
2761,29,Female,Sales,0,3,135251,5,Python,Certified
2762,56,Male,IT,14,5,43790,2,Data Analysis,Certified
2763,40,Female,Marketing,9,1,143043,3,Java,Not Certified
2764,51,Male,Finance,2,5,55168,2,Machine Learning,Certified
2765,35,Male,IT,7,1,54019,1,C++,Not Certified
2766,41,Male,Marketing,8,1,73739,4,C++,Certified
2767,46,Male,Sales,8,3,33668,5,Java,Certified
2768,61,Male,Marketing,14,4,106280,4,Python,Certified
2769,45,Female,Finance,9,3,58754,5,Python,Not Certified
2770,35,Female,IT,1,1,85614,2,SQL,Not Certified
2771,47,Male,IT,3,4,115058,3,Data Analysis,Not Certified
2772,59,Female,IT,4,4,34509,3,Machine Learning,Certified
2773,44,Female,Finance,14,4,32500,5,Data Analysis,Not Certified
2774,43,Female,Sales,2,5,147481,2,Data Analysis,Not Certified
2775,40,Female,IT,12,1,148981,5,SQL,Not Certified
2776,24,Female,Sales,10,2,105440,5,Data Analysis,Not Certified
2777,40,Female,Marketing,0,3,56921,5,Java,Certified
2778,30,Male,Sales,5,5,84551,3,SQL,Certified
2779,49,Female,Sales,13,3,46683,5,Java,Not Certified
2780,41,Female,IT,14,2,107952,3,SQL,Certified
2781,28,Female,Operations,9,4,44833,1,Data Analysis,Certified
2782,35,Male,Operations,1,2,48290,2,Java,Certified
2783,30,Female,Finance,8,3,130789,1,Java,Certified
2784,40,Female,Finance,0,2,44003,5,Java,Certified
2785,35,Female,Operations,10,1,135763,3,SQL,Not Certified
2786,59,Male,Marketing,8,2,101656,2,C++,Certified
2787,57,Female,IT,6,1,71253,4,Data Analysis,Not Certified
2788,61,Male,IT,10,2,109787,2,Java,Not Certified
2789,38,Female,Marketing,12,1,81025,2,Machine Learning,Not Certified
2790,51,Male,Marketing,9,1,118022,5,C++,Certified
2791,30,Male,Operations,1,2,123870,1,Machine Learning,Certified
2792,54,Male,Finance,13,5,101708,1,Data Analysis,Certified
2793,46,Female,Marketing,5,4,52706,4,Data Analysis,Certified
2794,35,Male,Finance,7,4,114008,5,Java,Not Certified
2795,32,Male,Sales,14,4,117231,2,Java,Not Certified
2796,56,Male,IT,1,1,134791,1,SQL,Not Certified
2797,35,Male,Operations,14,4,72732,1,C++,Certified
2798,51,Female,IT,4,1,106591,3,C++,Not Certified
2799,25,Female,Operations,12,5,62716,2,Java,Not Certified
2800,25,Female,Sales,11,2,36880,5,Data Analysis,Not Certified
2801,49,Female,IT,10,2,149409,1,Java,Certified
2802,29,Male,Sales,5,1,58949,5,Data Analysis,Not Certified
2803,23,Female,Operations,2,1,115346,2,Data Analysis,Not Certified
2804,43,Male,Marketing,13,5,96064,2,Java,Certified
2805,37,Female,IT,11,4,73093,1,Python,Not Certified
2806,50,Female,Sales,1,5,113844,4,C++,Certified
2807,51,Female,IT,14,2,52844,5,Machine Learning,Not Certified
2808,33,Male,IT,10,2,52360,5,Data Analysis,Certified
2809,56,Female,IT,5,4,117941,3,Data Analysis,Certified
2810,32,Female,Finance,2,2,112782,2,Python,Certified
2811,42,Female,Sales,1,1,123328,2,Machine Learning,Not Certified
2812,42,Male,Sales,14,2,73322,1,SQL,Not Certified
2813,26,Female,IT,0,3,50704,1,Python,Certified
2814,41,Female,Marketing,13,4,82646,1,Machine Learning,Certified
2815,58,Male,IT,7,4,78181,3,Python,Certified
2816,24,Male,Finance,0,4,60589,4,Data Analysis,Certified
2817,54,Female,Operations,11,3,117972,1,C++,Certified
2818,30,Female,Finance,14,5,142431,1,Python,Certified
2819,30,Female,Marketing,4,1,120179,1,SQL,Certified
2820,25,Male,IT,10,4,113562,3,Java,Certified
2821,56,Male,Sales,5,2,111229,5,Machine Learning,Certified
2822,38,Male,IT,10,1,39212,4,Python,Certified
2823,55,Female,Marketing,11,2,133500,5,Python,Certified
2824,45,Male,Sales,11,1,43850,2,SQL,Certified
2825,53,Female,Finance,2,1,69767,2,C++,Not Certified
2826,22,Male,Operations,13,2,37322,1,Python,Certified
2827,29,Male,Operations,6,2,65911,5,Python,Not Certified
2828,44,Male,IT,1,1,76580,3,C++,Not Certified
2829,61,Female,Finance,6,4,80622,4,SQL,Not Certified
2830,33,Female,Marketing,1,2,125923,5,Machine Learning,Certified
2831,33,Female,Operations,4,3,35678,5,Machine Learning,Not Certified
2832,36,Female,Finance,6,3,95265,4,Python,Certified
2833,40,Male,IT,10,1,96918,5,C++,Not Certified
2834,47,Female,Sales,10,5,51780,5,Python,Certified
2835,50,Male,IT,13,1,57506,4,Java,Certified
2836,43,Female,IT,2,1,72296,3,Machine Learning,Not Certified
2837,61,Female,Finance,13,4,127384,4,Data Analysis,Not Certified
2838,42,Male,Operations,10,4,69882,1,Java,Certified
2839,59,Male,Finance,3,5,90510,1,Python,Not Certified
2840,41,Female,Sales,0,5,72202,1,SQL,Certified
2841,50,Female,Finance,2,5,31705,1,Machine Learning,Certified
2842,25,Male,Marketing,8,5,101533,2,Data Analysis,Certified
2843,28,Male,IT,9,5,117983,3,Java,Not Certified
2844,49,Male,Operations,4,1,70730,2,Machine Learning,Certified
2845,49,Male,Sales,14,1,139695,5,C++,Certified
2846,25,Male,IT,14,3,110071,5,SQL,Certified
2847,43,Female,Finance,7,3,120016,4,Java,Certified
2848,33,Female,Marketing,1,2,61051,1,C++,Not Certified
2849,24,Female,Finance,2,1,147282,4,Python,Not Certified
2850,43,Female,IT,6,5,107665,5,C++,Not Certified
2851,23,Male,Sales,13,2,80467,1,Java,Not Certified
2852,45,Male,Operations,9,4,60785,3,Java,Certified
2853,55,Male,IT,3,1,59402,5,Python,Certified
2854,48,Female,Sales,8,3,137063,4,C++,Certified
2855,22,Male,IT,13,1,32704,4,C++,Certified
2856,29,Male,Marketing,6,1,57027,5,Python,Certified
2857,44,Female,Finance,13,1,89092,2,C++,Certified
2858,59,Female,Operations,10,1,35725,3,Machine Learning,Not Certified
2859,27,Female,Sales,11,4,94105,5,Python,Certified
2860,43,Male,Operations,0,3,149379,5,SQL,Certified
2861,46,Male,Operations,3,1,55223,4,Java,Certified
2862,39,Female,Operations,9,4,122305,1,SQL,Not Certified
2863,38,Female,Sales,10,2,57384,1,Machine Learning,Certified
2864,33,Male,Sales,5,1,92993,1,Machine Learning,Certified
2865,27,Female,Operations,5,4,127681,4,Data Analysis,Certified
2866,47,Male,Finance,9,5,128428,1,Data Analysis,Not Certified
2867,48,Female,IT,5,2,138033,5,Data Analysis,Certified
2868,29,Female,Operations,4,3,60027,2,Python,Certified
2869,40,Female,Marketing,2,1,42767,2,C++,Not Certified
2870,22,Male,Operations,1,1,117017,2,Machine Learning,Certified
2871,50,Male,Sales,2,4,133111,1,SQL,Not Certified
2872,56,Female,IT,8,3,48354,2,SQL,Certified
2873,61,Male,Marketing,2,5,78777,1,SQL,Not Certified
2874,35,Female,IT,2,2,114682,5,SQL,Certified
2875,56,Female,IT,0,3,51901,5,Data Analysis,Certified
2876,41,Male,Marketing,1,1,79966,4,SQL,Not Certified
2877,34,Male,Operations,10,4,98637,4,C++,Certified
2878,59,Male,Operations,11,5,124263,3,Data Analysis,Certified
2879,29,Male,Operations,2,4,129958,5,SQL,Not Certified
2880,41,Female,Finance,1,2,46515,1,Python,Certified
2881,54,Male,Operations,7,3,54806,3,Java,Not Certified
2882,47,Male,Marketing,5,4,128698,5,Java,Certified
2883,60,Female,Finance,6,4,135623,1,Java,Not Certified
2884,42,Female,Operations,0,1,33573,5,Data Analysis,Certified
2885,30,Female,Finance,5,4,71941,5,SQL,Certified
2886,45,Female,Marketing,1,5,135410,1,Machine Learning,Not Certified
2887,58,Male,Operations,12,3,121044,5,Machine Learning,Certified
2888,38,Male,Sales,14,2,121521,5,Machine Learning,Not Certified
2889,45,Female,Marketing,5,4,73915,5,Data Analysis,Not Certified
2890,42,Female,IT,2,5,83780,4,C++,Not Certified
2891,60,Male,IT,6,2,35060,2,Python,Certified
2892,60,Male,Marketing,2,5,79094,5,Python,Certified
2893,34,Male,IT,8,4,86899,1,Java,Certified
2894,32,Male,Marketing,2,4,85421,5,Java,Not Certified
2895,40,Male,Sales,6,3,75610,4,Machine Learning,Not Certified
2896,32,Female,Marketing,11,1,40933,4,Machine Learning,Not Certified
2897,34,Female,Operations,3,5,102168,5,Java,Certified
2898,22,Female,Operations,7,1,135059,3,SQL,Not Certified
2899,61,Female,Finance,13,1,73898,2,C++,Certified
2900,40,Male,IT,1,2,118509,1,C++,Certified
2901,33,Female,IT,7,2,35589,1,C++,Certified
2902,29,Male,Marketing,8,5,41612,1,C++,Certified
2903,29,Male,IT,12,1,77611,1,Java,Certified
2904,33,Male,Operations,7,3,48888,4,Python,Certified
2905,54,Male,Sales,5,1,49417,2,Java,Certified
2906,47,Male,Marketing,9,2,91323,5,C++,Certified
2907,60,Male,IT,0,1,107551,5,Java,Not Certified
2908,49,Male,Operations,6,4,75440,3,C++,Certified
2909,26,Female,Finance,0,4,65744,5,Data Analysis,Certified
2910,29,Male,IT,6,3,113391,2,Machine Learning,Not Certified
2911,46,Female,Sales,13,5,41891,5,Python,Not Certified
2912,48,Female,Sales,1,1,123298,4,Data Analysis,Not Certified
2913,44,Male,IT,7,4,102131,5,SQL,Not Certified
2914,51,Male,IT,1,5,92093,1,Java,Certified
2915,44,Female,Operations,2,4,80294,1,SQL,Not Certified
2916,41,Female,IT,12,5,141708,1,Java,Not Certified
2917,39,Female,Finance,11,5,58557,1,Machine Learning,Not Certified
2918,39,Female,Operations,2,4,147256,4,Data Analysis,Not Certified
2919,23,Male,Marketing,0,2,146296,4,Machine Learning,Certified
2920,25,Male,Finance,4,5,141129,4,C++,Not Certified
2921,51,Male,Operations,4,1,117472,5,Machine Learning,Not Certified
2922,54,Female,Operations,9,4,91166,1,Machine Learning,Not Certified
2923,57,Male,Sales,4,2,113817,3,C++,Not Certified
2924,39,Female,Operations,13,4,32192,3,Java,Certified
2925,58,Male,Finance,12,3,75032,1,C++,Not Certified
2926,40,Female,IT,8,1,129395,2,Data Analysis,Not Certified
2927,49,Male,Finance,5,3,79851,5,Machine Learning,Not Certified
2928,61,Male,Marketing,5,5,148780,3,C++,Certified
2929,41,Female,Operations,2,5,72861,4,Machine Learning,Not Certified
2930,54,Female,Operations,4,3,64946,2,Data Analysis,Not Certified
2931,33,Female,Operations,9,3,79884,4,SQL,Certified
2932,36,Female,Operations,6,5,76360,2,Data Analysis,Not Certified
2933,60,Female,Sales,2,2,93252,2,Python,Certified
2934,23,Male,Sales,1,1,127845,5,Python,Certified
2935,50,Female,IT,4,4,71472,4,Python,Not Certified
2936,31,Male,Operations,2,3,65455,4,Machine Learning,Not Certified
2937,23,Male,Marketing,4,1,58672,3,Java,Certified
2938,32,Male,IT,8,4,33756,1,Java,Certified
2939,34,Male,Operations,10,4,134365,1,Java,Not Certified
2940,31,Male,Sales,9,3,136927,3,Machine Learning,Certified
2941,35,Female,Marketing,0,2,118454,2,Data Analysis,Certified
2942,39,Female,IT,3,2,100030,3,Java,Not Certified
2943,30,Male,Marketing,9,1,88151,3,SQL,Certified
2944,60,Male,Operations,14,1,64047,4,Python,Certified
2945,49,Female,Finance,4,5,102074,3,Data Analysis,Certified
2946,24,Female,Marketing,1,2,92391,2,Python,Certified
2947,41,Male,Marketing,11,1,32221,1,Java,Certified
2948,27,Female,Sales,1,5,35164,5,Data Analysis,Certified
2949,48,Female,Operations,0,4,63622,3,C++,Not Certified
2950,23,Female,Marketing,13,1,65980,3,SQL,Certified
2951,50,Male,Operations,7,5,81738,4,Java,Not Certified
2952,59,Female,Sales,1,2,149528,4,Java,Not Certified
2953,24,Male,Operations,2,4,114688,3,SQL,Not Certified
2954,37,Male,Sales,14,1,109921,3,SQL,Not Certified
2955,51,Male,Sales,11,2,53612,2,C++,Not Certified
2956,61,Male,IT,1,4,108066,1,Java,Not Certified
2957,23,Male,Operations,3,3,98876,1,Machine Learning,Not Certified
2958,38,Female,Finance,13,2,149947,5,Java,Not Certified
2959,33,Male,IT,0,3,90572,1,Python,Certified
2960,56,Male,Sales,2,1,118660,5,Data Analysis,Not Certified
2961,22,Male,Finance,4,5,138115,4,Data Analysis,Not Certified
2962,36,Female,Marketing,9,1,63043,5,Python,Not Certified
2963,47,Female,Marketing,0,2,107831,5,Data Analysis,Certified
2964,58,Female,IT,3,3,115783,1,SQL,Not Certified
2965,42,Female,Finance,5,3,96250,3,Data Analysis,Certified
2966,52,Female,Operations,14,4,68822,4,Data Analysis,Not Certified
2967,46,Female,Finance,3,1,89424,2,Python,Not Certified
2968,44,Female,IT,6,1,96345,5,C++,Certified
2969,45,Male,Operations,13,2,82878,5,Data Analysis,Not Certified
2970,59,Male,Operations,6,3,94963,5,Machine Learning,Certified
2971,49,Female,Marketing,5,2,125680,3,Data Analysis,Certified
2972,42,Male,Finance,8,2,141519,2,C++,Not Certified
2973,39,Male,Operations,1,3,115898,1,Python,Not Certified
2974,57,Female,IT,12,2,137357,4,C++,Certified
2975,56,Male,Marketing,9,3,30036,3,Python,Certified
2976,30,Male,Operations,7,2,62402,2,SQL,Not Certified
2977,59,Female,Finance,7,5,120034,4,Python,Not Certified
2978,51,Male,Marketing,10,2,123923,1,SQL,Not Certified
2979,55,Female,Finance,9,2,40273,4,SQL,Certified
2980,53,Female,Finance,13,5,55030,5,Python,Not Certified
2981,24,Male,Finance,13,1,82460,5,Machine Learning,Certified
2982,24,Male,Marketing,10,3,140803,3,Java,Not Certified
2983,49,Male,Operations,3,4,106939,4,Python,Certified
2984,36,Female,Sales,5,5,110573,5,Data Analysis,Certified
2985,44,Female,Operations,10,1,49039,3,Machine Learning,Not Certified
2986,61,Female,Marketing,5,2,44017,3,Machine Learning,Certified
2987,32,Male,Sales,4,1,112901,3,Data Analysis,Certified
2988,53,Male,Sales,13,5,143000,1,Java,Certified
2989,57,Female,Sales,0,2,69215,5,Machine Learning,Certified
2990,54,Male,IT,2,1,42583,5,SQL,Certified
2991,45,Male,Marketing,6,4,62919,2,Java,Not Certified
2992,60,Female,IT,7,3,77025,1,Data Analysis,Not Certified
2993,55,Female,Sales,1,3,74254,5,Java,Certified
2994,49,Male,IT,2,5,76275,5,Python,Not Certified
2995,58,Female,IT,3,2,87943,2,Java,Certified
2996,28,Male,Marketing,13,2,39514,4,SQL,Certified
2997,25,Female,Finance,10,3,68416,4,Python,Not Certified
2998,58,Female,IT,4,1,31511,1,C++,Certified
2999,22,Female,IT,2,2,48642,3,Data Analysis,Certified
3000,22,Male,Sales,4,4,112151,2,Data Analysis,Certified
3001,41,Male,Sales,7,4,127125,2,Java,Not Certified
3002,40,Female,Sales,7,2,81894,5,Machine Learning,Not Certified
3003,50,Female,Operations,13,2,54225,5,Python,Certified
3004,31,Female,IT,1,3,50846,2,C++,Certified
3005,39,Male,Sales,5,5,59152,3,Python,Certified
3006,49,Female,Marketing,3,3,136053,4,Data Analysis,Certified
3007,56,Female,Operations,8,5,96107,1,Python,Certified
3008,52,Female,Finance,9,4,80354,4,C++,Not Certified
3009,48,Female,IT,1,5,56188,1,Machine Learning,Not Certified
3010,32,Male,IT,7,3,90910,3,Java,Not Certified
3011,59,Male,Marketing,0,2,140536,2,SQL,Not Certified
3012,26,Female,Finance,10,5,72530,3,Python,Certified
3013,29,Male,Finance,5,3,108753,2,SQL,Certified
3014,55,Male,Operations,10,4,71999,5,Data Analysis,Not Certified
3015,33,Male,IT,10,5,36609,1,Java,Not Certified
3016,59,Female,Sales,13,4,88769,5,Java,Certified
3017,22,Male,Marketing,11,4,77397,2,Python,Not Certified
3018,52,Male,Marketing,9,1,140577,1,Machine Learning,Certified
3019,25,Male,Marketing,12,5,79322,1,Java,Certified
3020,26,Female,Marketing,0,3,35151,5,Python,Certified
3021,51,Female,Sales,1,5,36406,1,Python,Not Certified
3022,45,Male,Sales,2,5,92678,2,SQL,Not Certified
3023,24,Male,Operations,8,4,77062,2,Java,Not Certified
3024,32,Female,IT,4,4,110429,5,Python,Not Certified
3025,25,Female,Sales,9,4,62956,3,SQL,Not Certified
3026,47,Male,Operations,9,4,141377,2,C++,Certified
3027,48,Male,Finance,11,3,83830,2,SQL,Not Certified
3028,48,Female,IT,1,2,102681,1,SQL,Certified
3029,27,Female,Sales,9,1,134231,1,Python,Certified
3030,36,Male,Finance,4,4,128903,2,Data Analysis,Certified
3031,51,Female,Operations,4,4,43133,5,Data Analysis,Not Certified
3032,58,Male,Sales,0,1,42209,3,Machine Learning,Not Certified
3033,58,Male,Sales,2,4,139828,1,Data Analysis,Not Certified
3034,58,Male,Finance,4,2,142621,1,SQL,Not Certified
3035,56,Female,Sales,8,5,149989,3,Machine Learning,Not Certified
3036,44,Male,Marketing,9,1,148264,1,Python,Not Certified
3037,27,Male,Sales,0,3,122501,5,Java,Not Certified
3038,25,Female,IT,7,1,104681,1,SQL,Not Certified
3039,39,Female,Finance,0,2,142661,1,SQL,Certified
3040,30,Male,IT,8,3,84345,2,Machine Learning,Not Certified
3041,50,Male,Operations,5,5,72585,5,Python,Certified
3042,34,Female,IT,0,4,64638,5,C++,Certified
3043,38,Female,Marketing,7,1,50645,2,SQL,Certified
3044,53,Female,Marketing,4,3,48408,4,C++,Certified
3045,43,Male,IT,6,1,42521,3,C++,Not Certified
3046,25,Male,Operations,6,5,117414,5,Data Analysis,Not Certified
3047,26,Male,Sales,14,1,68221,4,Python,Certified
3048,58,Female,Marketing,6,3,130131,3,C++,Certified
3049,34,Male,IT,5,2,51086,5,Python,Certified
3050,55,Female,IT,10,3,46923,1,Data Analysis,Not Certified
3051,43,Male,IT,7,1,111761,5,Python,Certified
3052,44,Female,Sales,8,5,37202,3,SQL,Certified
3053,24,Male,Finance,11,4,125675,4,C++,Not Certified
3054,55,Male,Operations,14,4,127510,1,Python,Certified
3055,53,Female,Finance,1,5,122477,3,Java,Not Certified
3056,42,Female,Operations,6,1,67206,3,Python,Not Certified
3057,42,Male,Operations,14,5,49885,5,C++,Certified
3058,32,Female,IT,1,1,140443,2,Data Analysis,Certified
3059,60,Female,Marketing,5,3,41218,2,Data Analysis,Certified
3060,25,Male,IT,1,2,75692,1,C++,Not Certified
3061,22,Female,Sales,9,1,82689,3,SQL,Not Certified
3062,49,Male,Operations,5,4,124286,4,SQL,Not Certified
3063,45,Male,Marketing,1,4,127148,1,Data Analysis,Certified
3064,56,Female,Operations,0,2,36716,1,Data Analysis,Certified
3065,34,Female,Operations,6,1,46088,5,C++,Certified
3066,55,Male,IT,2,2,61001,4,SQL,Certified
3067,32,Male,Marketing,13,3,135122,3,Data Analysis,Certified
3068,57,Male,Marketing,11,2,52584,3,SQL,Certified
3069,38,Male,Operations,13,3,34286,3,Data Analysis,Not Certified
3070,56,Male,Marketing,12,4,34739,1,Python,Not Certified
3071,39,Male,Marketing,3,3,60158,5,Java,Not Certified
3072,61,Female,IT,12,1,130393,1,Machine Learning,Certified
3073,43,Female,Finance,5,1,35605,2,Python,Not Certified
3074,45,Female,Sales,4,1,86492,2,Machine Learning,Not Certified
3075,40,Male,Finance,3,1,135126,3,Data Analysis,Not Certified
3076,58,Female,Marketing,8,5,33321,5,Java,Certified
3077,60,Male,Operations,5,3,74541,3,Java,Certified
3078,42,Male,Sales,5,1,81701,3,Data Analysis,Not Certified
3079,29,Female,Sales,1,2,129520,1,Data Analysis,Certified
3080,49,Male,Operations,5,2,133189,3,SQL,Certified
3081,26,Male,Sales,6,5,42170,3,Data Analysis,Certified
3082,38,Male,Operations,7,3,86045,5,C++,Certified
3083,58,Male,Sales,14,3,38933,5,Data Analysis,Not Certified
3084,57,Male,Finance,13,3,118228,5,C++,Certified
3085,40,Male,Sales,7,5,127010,3,Data Analysis,Not Certified
3086,48,Female,IT,8,3,39906,5,SQL,Not Certified
3087,55,Male,Operations,9,3,149770,5,C++,Certified
3088,32,Male,Sales,10,1,140540,4,Python,Certified
3089,33,Male,Operations,12,3,53814,4,C++,Certified
3090,42,Male,IT,11,1,131101,2,SQL,Not Certified
3091,32,Female,Sales,2,1,30818,1,Machine Learning,Not Certified
3092,60,Female,Sales,9,3,38434,1,C++,Not Certified
3093,49,Male,IT,14,2,86153,5,Data Analysis,Not Certified
3094,26,Male,IT,6,4,60571,2,Data Analysis,Not Certified
3095,38,Male,IT,6,2,70694,2,Machine Learning,Not Certified
3096,41,Female,Operations,0,3,124426,4,SQL,Not Certified
3097,33,Female,IT,7,3,148792,2,Java,Certified
3098,27,Female,Operations,14,2,75485,3,Data Analysis,Not Certified
3099,38,Female,Finance,3,3,42069,5,Python,Not Certified
3100,40,Male,Sales,4,1,87198,3,SQL,Not Certified
3101,47,Female,Sales,13,5,128316,1,C++,Not Certified
3102,53,Female,Marketing,5,3,68662,4,C++,Certified
3103,27,Male,Finance,2,3,118970,3,Python,Not Certified
3104,57,Male,IT,4,2,82169,5,Data Analysis,Not Certified
3105,59,Female,IT,9,1,102928,3,SQL,Certified
3106,32,Female,Finance,4,2,46102,3,Python,Certified
3107,54,Female,IT,0,2,63457,2,Data Analysis,Not Certified
3108,45,Female,Marketing,2,3,117798,4,SQL,Not Certified
3109,44,Male,Operations,2,1,82290,1,C++,Not Certified
3110,36,Male,Sales,0,3,41932,5,SQL,Not Certified
3111,48,Female,Finance,12,3,41766,5,Machine Learning,Not Certified
3112,32,Female,Sales,6,3,118247,1,Java,Not Certified
3113,38,Female,Operations,0,3,43292,5,SQL,Certified
3114,35,Female,Finance,6,5,116223,2,Java,Certified
3115,48,Female,Operations,3,4,77631,3,SQL,Not Certified
3116,39,Male,IT,8,1,121435,2,Java,Not Certified
3117,49,Male,IT,6,5,145690,2,Machine Learning,Not Certified
3118,25,Male,IT,4,4,102944,2,C++,Certified
3119,28,Female,Operations,6,4,106230,1,Data Analysis,Not Certified
3120,56,Female,Operations,8,4,136446,4,Java,Certified
3121,30,Male,Operations,9,5,64533,1,Machine Learning,Certified
3122,29,Male,Sales,5,1,110773,1,Java,Not Certified
3123,38,Female,Operations,0,2,35778,2,C++,Certified
3124,38,Male,IT,5,4,65059,4,Java,Not Certified
3125,54,Female,Marketing,0,2,122097,1,Machine Learning,Certified
3126,53,Female,Operations,12,2,34866,4,Machine Learning,Not Certified
3127,29,Male,Marketing,11,3,103965,2,Python,Not Certified
3128,40,Male,IT,3,2,90661,1,C++,Certified
3129,59,Male,Operations,13,3,73352,4,Python,Certified
3130,24,Female,Sales,7,1,140051,5,C++,Certified
3131,26,Female,Sales,4,1,118373,1,Java,Not Certified
3132,34,Male,Marketing,14,3,80736,1,Machine Learning,Certified
3133,52,Female,Sales,4,1,64075,1,Python,Certified
3134,37,Female,Sales,12,4,130389,4,Java,Not Certified
3135,53,Female,Sales,9,1,121931,3,Machine Learning,Not Certified
3136,43,Male,IT,10,3,111951,1,C++,Certified
3137,50,Female,Sales,7,4,127522,5,Machine Learning,Certified
3138,43,Male,Finance,7,2,54104,5,Java,Certified
3139,24,Male,Operations,0,2,95827,2,Python,Not Certified
3140,31,Female,Sales,12,2,99222,3,Python,Not Certified
3141,42,Male,Sales,12,3,140883,3,Machine Learning,Certified
3142,37,Female,Sales,4,2,31642,4,Java,Not Certified
3143,33,Male,Finance,11,1,127013,2,SQL,Certified
3144,23,Male,Sales,4,2,92845,4,C++,Certified
3145,45,Female,Sales,7,5,119686,2,C++,Not Certified
3146,56,Male,Operations,0,5,38769,3,Java,Certified
3147,51,Male,Finance,6,2,125369,4,SQL,Certified
3148,51,Male,Finance,6,2,99445,2,Python,Not Certified
3149,56,Female,Sales,12,5,80375,3,Data Analysis,Certified
3150,40,Female,Finance,8,2,62078,3,Data Analysis,Certified
3151,29,Male,Marketing,1,4,42268,1,Java,Not Certified
3152,47,Male,Finance,14,5,40844,4,SQL,Certified
3153,61,Male,Finance,2,3,104174,1,SQL,Certified
3154,28,Female,Finance,3,5,90763,3,C++,Not Certified
3155,51,Female,IT,0,1,132677,4,Python,Not Certified
3156,28,Male,IT,14,4,41233,4,Machine Learning,Not Certified
3157,24,Female,IT,6,3,147267,5,SQL,Certified
3158,22,Female,Finance,13,2,60496,2,Machine Learning,Not Certified
3159,57,Female,Marketing,9,1,47806,5,Data Analysis,Certified
3160,46,Female,Finance,2,1,70326,5,Machine Learning,Not Certified
3161,58,Male,Sales,2,4,108807,3,Python,Certified
3162,22,Female,Marketing,2,3,69513,2,Python,Certified
3163,36,Female,IT,7,1,81761,5,Machine Learning,Not Certified
3164,58,Male,Operations,8,3,49465,5,Java,Certified
3165,34,Male,Marketing,9,3,69502,4,SQL,Certified
3166,61,Female,IT,12,1,109396,3,Java,Not Certified
3167,29,Female,Marketing,13,3,38250,5,Machine Learning,Certified
3168,26,Male,Marketing,1,4,90503,2,SQL,Certified
3169,30,Male,Finance,9,1,136954,1,C++,Certified
3170,22,Male,Sales,14,4,144791,1,Java,Not Certified
3171,57,Female,Operations,9,4,51310,3,Java,Not Certified
3172,56,Female,IT,0,3,145429,1,Machine Learning,Not Certified
3173,23,Male,Marketing,13,3,123518,4,Data Analysis,Not Certified
3174,61,Female,Operations,8,1,62206,4,Machine Learning,Not Certified
3175,44,Male,Marketing,5,2,39764,2,Java,Not Certified
3176,30,Female,Sales,13,1,85596,3,SQL,Not Certified
3177,55,Male,Operations,14,4,139197,3,Data Analysis,Not Certified
3178,35,Male,IT,8,3,42842,1,Machine Learning,Certified
3179,25,Female,Marketing,5,4,133027,5,Machine Learning,Certified
3180,51,Female,Sales,1,5,139908,5,Java,Certified
